subject,course_number,title,department_code,cipc_code,hr_low,hr_high,department_desc
OCS,104,China Study Program (NUC),OCS,,12,,Off-Campus Studies Programs
OCS,105,Christ's College (Taiwan),OCS,,12,,Off-Campus Studies Programs
OCS,106,Daystar University (Kenya),OCS,,12,,Off-Campus Studies Programs
OCS,107,Honduras,OCS,,12,,Off-Campus Studies Programs
OCS,108,Study Abroad,OCS,,3,18,Off-Campus Studies Programs
OCS,109,Focus on the Family Institute,OCS,,12,,Off-Campus Studies Programs
OCS,110,Jerusalem University College,OCS,,12,,Off-Campus Studies Programs
OCS,111,Latin American Stds Program,OCS,,12,,Off-Campus Studies Programs
OCS,112,LA Film Studies Center,OCS,,12,,Off-Campus Studies Programs
OCS,113,Middle East Studies Program,OCS,,12,,Off-Campus Studies Programs
OCS,114,Oxford Honors Program,OCS,,15,,Off-Campus Studies Programs
OCS,115,Oxford Summer Program,OCS,,12,,Off-Campus Studies Programs
OCS,116,Russian Studies Program,OCS,,12,,Off-Campus Studies Programs
OCS,117,Scotland,OCS,,12,,Off-Campus Studies Programs
OCS,118,Slovakia,OCS,,12,,Off-Campus Studies Programs
OCS,119,Off- Campus Studies - Vienna,OCS,,3,6,Off-Campus Studies Programs
OCS,120,Australia Studies Program,OCS,,15,,Off-Campus Studies Programs
OCS,121,"Vesalius (Brussels, Belgium)",OCS,,15,,Off-Campus Studies Programs
OCS,122,Semester in Paris,OCS,,15,,Off-Campus Studies Programs
OCS,123,Semester in Thailand,OCS,,15,,Off-Campus Studies Programs
OCS,125,May Term off-campus,OCS,,1,12,Off-Campus Studies Programs
OM,411,Managerial Marketing,OM,521003,3,,Organizational Management
OM,421,Business Communication,OM,521003,3,,Organizational Management
OM,425,Human Resource Management,OM,521003,3,,Organizational Management
OM,434,GroupDynamics & Org Behavior,OM,521003,3,,Organizational Management
OM,437,Business Ethics,OM,521003,3,,Organizational Management
OM,443,Prin of Mgmt & Supervision,OM,521003,3,,Organizational Management
OM,452,Strategic Management,OM,521003,3,,Organizational Management
PE,130,Tennis,PE,,1,,Physical Education
PE,131,Weight Training/Aerobics,PE,,1,2,Physical Education
PE,136,Basketball,PE,,1,,Physical Education
PE,142,Golf,PE,,1,,Physical Education
PE,145,Varsity Sport,PE,,1,2,Physical Education
PE,146,Bowling,PE,,1,,Physical Education
PE,147,Advanced Soccer,PE,,1,,Physical Education
PE,148,Intermediate Tennis,PE,,1,,Physical Education
PE,149,Badminton,PE,,1,,Physical Education
PE,151,Concepts in PE,PE,,2,,Physical Education
PE,152,Personal Aerobics & Gen Fit,PE,,1,,Physical Education
PE,153,Intercollegiate Sport/Fitness,PE,,1,,Physical Education
PE,211,"Intro to Health, PE & Sport",PE,,3,,Physical Education
PE,212,"Meth, Materials & Meas in PE",PE,,3,,Physical Education
PE,250,Foundations of Sport Ministry,PE,,3,,Physical Education
PE,275,Athl in Secondary & Higher Edu,PE,,3,,Physical Education
PE,290,Independent Study,PE,,3,,Physical Education
PE,313,Critical Health Issues,PE,,3,,Physical Education
PE,318,Sport Facility & Event Admin.,PE,,3,,Physical Education
PE,328,1stAid/Prev&Trtmt of Ath Inj,PE,,3,,Physical Education
PE,332,Management Health/Human Perf,PE,,3,,Physical Education
PE,335,PE in the Early Grades,PE,,2,,Physical Education
PE,337,Indiv & Team Sports I,PE,,3,,Physical Education
PE,338,Indiv & Team Sports II,PE,,3,,Physical Education
PE,386,Wilderness Learning Practicum,PE,,3,,Physical Education
PE,405,Management in Sport,PE,,3,,Physical Education
PE,406,Sport Law and Ethics,PE,,3,,Physical Education
PE,407,Sociology & Psychologyof Sport,PE,,3,,Physical Education
PE,431,Kinesiology,PE,,3,,Physical Education
PE,433,Physiology of Exercise,PE,,3,,Physical Education
PE,450,Struct/Meth of Sport Ministry,PE,,3,,Physical Education
PE,460,Principles of Coaching,PE,,3,,Physical Education
PE,482,Pract/Community Recreation,PE,,3,,Physical Education
PE,483,Sport Ministry Internship,PE,,3,,Physical Education
PE,492,Senior Integration Paper,PE,,2,,Physical Education
PE,493,Physical Therapy Practicum,PE,,3,,Physical Education
PE,494,Practicum in Adult Fitness,PE,,3,,Physical Education
PE,495,Sp Topics/Phys Ed/Health,PE,,1,4,Physical Education
PHI,101,Introduction to Philosophy,PHI,380101,3,,Philosophy
PHI,102,Intro to Logic/Crit Thinking,PHI,380101,3,,Philosophy
PHI,130,Contemporary Moral Issues,PHI,,3,,Philosophy
PHI,171,Bioethics,PHI,,3,,Philosophy
PHI,201,Hist of Phil I:Classical-Rena,PHI,380101,3,,Philosophy
PHI,202,Hist of Phil II:Mod-19th Cent,PHI,380101,3,,Philosophy
PHI,253,Hist of Phil III: Contem Philo,PHI,,3,,Philosophy
PHI,254,20th Cent Continental Philo,PHI,,3,,Philosophy
PHI,265,Existentialism,PHI,,3,,Philosophy
PHI,272,Social Ethics,PHI,,3,,Philosophy
PHI,281,Philosophy of Art,PHI,,3,,Philosophy
PHI,283,Philosophy of Science,PHI,,3,,Philosophy
PHI,299,Special Topics,PHI,,0,1,Philosophy
PHI,301,Moral Philosophy,PHI,380101,3,,Philosophy
PHI,302,Metaphysics,PHI,380101,3,,Philosophy
PHI,303,Epistemology,PHI,380101,3,,Philosophy
PHI,304,Philosophy of Religion,PHI,380101,3,,Philosophy
PHI,316,Apologetics,PHI,380101,3,,Philosophy
PHI,355,Christian Philosophers,PHI,,3,,Philosophy
PHI,356,Philosophy of Language,PHI,,3,,Philosophy
PHI,357,Formal Logic,PHI,,3,,Philosophy
PHI,358,Philosophy of Mind,PHI,,3,,Philosophy
PHI,380,Figure Seminar,PHI,,3,,Philosophy
PHI,399,Directed Reading in Philosophy,PHI,,0,4,Philosophy
PHI,405,Seminar in Philosophy,PHI,380101,3,,Philosophy
PHI,411,Philosophy Internship,PHI,,1,3,Philosophy
PHI,492,Senior Integ Paper Seminar,PHI,380101,2,,Philosophy
PHY,131,General College Physics I,PHY,,4,,Physics
PHY,131L,Lab: General College Physics 1,PHY,,1,,Physics
PHY,132,General College Physics II,PHY,,4,,Physics
PHY,132L,General College Physics II Lab,PHY,,0,,Physics
PHY,231,General Physics/Sci/Engin I,PHY,,4,,Physics
PHY,231L,General Physics/Sci/En I Lab,PHY,,1,,Physics
PHY,232,General Physics/Sci/Engin II,PHY,,4,,Physics
PHY,233,Optics and Modern Physics,PHY,,3,4,Physics
PHY,233L,Optics and Modern Physics Lab,PHY,,1,,Physics
PHY,321,Statics,PHY,,3,,Physics
PHY,322,Dynamics,PHY,,3,,Physics
PHY,328,Thermodynamics,PHY,,3,,Physics
PHY,341,Electromagnetism I,PHY,400801,3,,Physics
PHY,342,Electromagnetism II,PHY,,3,,Physics
PHY,351,Quantum Mechanics I,PHY,,3,,Physics
PHY,352,Quantum Mechanics II,PHY,,3,,Physics
PHY,405,Mathematical Methds of Physics,PHY,400801,4,,Physics
PHY,410,Solid State Physics,PHY,,3,,Physics
PHY,421,Advanced Mechanics,PHY,,3,,Physics
PHY,431,Special Topics in Physics I,PHY,,3,4,Physics
PHY,432,Special Topics in Physics II,PHY,,4,,Physics
PHY,441,Statistical Mechanics,PHY,400801,3,,Physics
PHY,450,Advanced Physics Lab,PHY,,3,,Physics
PHY,461,Research In Physics:Thin Films,PHY,,3,,Physics
PHY,480,Science Seminar,PHY,400801,0,,Physics
PHY,490,Science Seminar,PHY,400801,1,,Physics
PHY,491,Perspectives on Science,PHY,400801,2,3,Physics
PHY,492,Senior Integ Paper in Physics,PHY,,2,,Physics
POL,105,Intro to Political Studies,HIS,,3,,History
POL,200,Comparative Politics,HIS,,3,,History
POL,202,American Government,HIS,,3,,History
POL,210,International Relations,HIS,,3,,History
POL,211,Politics Internship,HIS,,1,3,History
POL,217,Presidential Politics/Election,HIS,,3,,History
POL,225,Pol Stu Profession Orientation,HIS,,3,,History
POL,290,Special Topics,HIS,,0,3,History
POL,299,Special Topics in Political Sc,HIS,,1,3,History
POL,302,International Organizations,HIS,,3,,History
POL,310,Public Opinion,HIS,,3,,History
POL,317,Presidential Politics/Election,HIS,,3,,History
POL,320,Latin American Politics,HIS,,3,,History
POL,325,European Politics,HIS,,3,,History
POL,329,Authoritarian Politics,HIS,,3,,History
POL,335,Terrorism,HIS,,3,,History
POL,341,Cyberwarfare & Cyberterrorism,HIS,,3,,History
POL,345,International Security,HIS,,3,,History
POL,390,Special Topics,HIS,,1,3,History
POL,400,Independent Study,HIS,,1,3,History
POL,405,Social Movements,HIS,,3,,History
POL,411,Political Studies Internship,HIS,,1,6,History
POL,420,Decision Making,HIS,,3,,History
PSE,149,Badminton,PSE,,1,,Physical and Sport Education
PSE,150,Tennis,PSE,,1,,Physical and Sport Education
PSE,151,Concepts in Physical Education,PSE,,2,,Physical and Sport Education
PSE,152,Personal Aerobics& Gen Fitness,PSE,,1,,Physical and Sport Education
PSE,153,Intercollegiate Sport&Fitness,PSE,,1,,Physical and Sport Education
PSE,205,Principles of Sport Adminstrtn,PSE,,3,,Physical and Sport Education
PSE,250,Foundation of Sports Ministry,PSE,,3,,Physical and Sport Education
PSE,308,Marketing&Revenue Gen in Sport,PSE,,3,,Physical and Sport Education
PSE,318,Sport Facility & Event Admin,PSE,,3,,Physical and Sport Education
PSE,328,1stAid/Prev&Trtmt of Ath Inj,PSE,,3,,Physical and Sport Education
PSE,338,Mthds of Indvdl&Team Sports II,PSE,,3,,Physical and Sport Education
PSE,405,Mngmnt & Leadrshp in Sport Org,PSE,,3,,Physical and Sport Education
PSE,406,Sport Law and Ethics,PSE,,3,,Physical and Sport Education
PSE,433,Physiology of Exercise,PSE,,3,,Physical and Sport Education
PSE,484,Internship in Sport Adminstrtn,PSE,,3,,Physical and Sport Education
PSE,485,Internship in Coaching,PSE,,3,,Physical and Sport Education
PSE,492,Senior Integration Paper - PSE,PSE,,3,,Physical and Sport Education
PSY,100,General Psychology,PSY,420101,4,,Psychology
PSY,101,Advanced General Psychology,PSY,420101,2,,Psychology
PSY,200,History/Systems of Psychology,PSY,420101,3,,Psychology
PSY,201,Psychology Classics,PSY,,1,4,Psychology
PSY,202,Special Topics in Psychology,PSY,420101,1,4,Psychology
PSY,205,Psychology as a Profession,PSY,,1,,Psychology
PSY,210,Psych Field Trip (Convention),PSY,420101,0,2,Psychology
PSY,220,Christian Issues in Psychology,PSY,420101,3,,Psychology
PSY,222,Educational Psychology,PSY,420101,3,,Psychology
PSY,233,Cross-Cultural Psychology,PSY,,3,,Psychology
PSY,251,Elementary Statistical Methods,PSY,110101,4,,Psychology
PSY,261,Intro to Research Methods,PSY,420101,4,,Psychology
PSY,301,Psychology Tour,PSY,420101,0,6,Psychology
PSY,302,Special Topics in Psychology,PSY,,2,3,Psychology
PSY,302A,Special Topics,PSY,420101,2,4,Psychology
PSY,302B,Special Topics,PSY,420101,3,,Psychology
PSY,303,Lifespan Development,PSY,420101,4,,Psychology
PSY,305,Developmental Psych. for OM,,,3,,
PSY,306,Cognitive Psychology,PSY,,3,,Psychology
PSY,331,Psychology of Personality,PSY,420101,4,,Psychology
PSY,333,Cross-Cultural Psychology,PSY,,3,,Psychology
PSY,342,Social Psychology,PSY,420101,3,,Psychology
PSY,344,Abnormal Psychology,PSY,420101,3,,Psychology
PSY,344P,Abnormal Psychology Practicum,PSY,,0,,Psychology
PSY,345,Counseling and Psychotherapy,PSY,420101,4,,Psychology
PSY,347,Relational Counseling,PSY,420101,3,,Psychology
PSY,348,Marriage and Family Counseling,PSY,420101,3,,Psychology
PSY,349,Professional Issues/Clinic Psy,PSY,,3,,Psychology
PSY,352,Human Sexuality,PSY,,3,,Psychology
PSY,353,Psychological Assessment,PSY,420101,4,,Psychology
PSY,357,Human Sexuality,PSY,,3,,Psychology
PSY,360,Psychology of Religion,PSY,420101,3,,Psychology
PSY,365,Organizational Psychology,PSY,,3,,Psychology
PSY,373,Physiological Psychology,PSY,420101,4,,Psychology
PSY,380,Psychology of Adulthood/Aging,PSY,420101,4,,Psychology
PSY,399,Independent Study,PSY,420101,1,6,Psychology
PSY,440,Independent Research,PSY,420101,1,6,Psychology
PSY,441,Psychology Internship,PSY,420101,1,4,Psychology
PSY,492,Senior Integration Paper,PSY,420101,2,,Psychology
SBS,ADD,Social/Behavioral Science,OM,521003,1,7,Organizational Management
SLO,110,Slovak History & Culture,HIS,,3,,History
SOC,141,Principles of Sociology,SOC,451101,3,,Sociology
SOC,201,Sociology of Sport,SOC,,3,,Sociology
SOC,229,Cultural Anthropology,SOC,451101,3,,Sociology
SOC,241,Social Problems,SOC,451101,1,3,Sociology
SOC,242,Sociology of Emotion,SOC,,3,,Sociology
SOC,244,Social Psychology,SOC,451101,3,,Sociology
SOC,245,Sociology of Mission,SOC,,3,,Sociology
SOC,246,Crime and Delinquency,SOC,451101,3,,Sociology
SOC,247,Adolesence in Soc Perspective,SOC,,3,,Sociology
SOC,249,Interpersonal Communication,SOC,451101,3,,Sociology
SOC,250,Introduction to Social Work,SOC,451101,3,,Sociology
SOC,251,Elementary Statistical Methods,SOC,451101,4,,Sociology
SOC,299,Special Topics,SOC,,0,3,Sociology
SOC,317,Community Life & Soc Structure,SOC,,3,,Sociology
SOC,341,The Family,SOC,451101,3,,Sociology
SOC,342,Sociology of Religion,SOC,451101,3,,Sociology
SOC,343,Sociology of Health,SOC,451101,3,,Sociology
SOC,344,"Men, Women, & Society",SOC,,3,,Sociology
SOC,347,Relational Counseling,SOC,,3,,Sociology
SOC,348,Marriage and Family Counseling,SOC,451101,3,,Sociology
SOC,361,Methods of Social Research,SOC,451101,4,,Sociology
SOC,361L,Methods of Social Research Lab,SOC,451101,1,,Sociology
SOC,365,Qualitative Research Methods,SOC,,3,,Sociology
SOC,399,Independent Study,SOC,451101,1,3,Sociology
SOC,402,Contemporary Social Thought,SOC,451101,3,,Sociology
SOC,419,Social Diversity & Inequality,SOC,451101,3,,Sociology
SOC,444,Practicum in Sociology,SOC,451101,1,4,Sociology
SOC,445,Field Research Practicum,SOC,,3,,Sociology
SOC,490,Senior Integration Seminar,SOC,451101,3,,Sociology
SPA,0,Spanish Placement Exam,0,,0,,Undeclared
SPA,100,Elementary Spanish I for OM,,,3,,
SPA,101,Elementary Spanish I,FL,,4,,Foreign Languages
SPA,102,Elementary Spanish II,FL,,4,,Foreign Languages
SPA,201,Intermediate Spanish I,FL,,3,,Foreign Languages
SPA,202,Intermediate Spanish II,FL,,3,,Foreign Languages
SPA,302,Advanced Spanish - Phonetics,FL,,3,,Foreign Languages
SPA,315,Adv Spanish Conv/Read Practice,FL,,3,,Foreign Languages
SPA,320,Spanish Phonetics and Diction,FL,,3,,Foreign Languages
SPA,331,Hispanic Civ. & Culture I,FL,,3,,Foreign Languages
SPA,332,Hispanic Civ. & Culture II,FL,,3,,Foreign Languages
SPA,340,Adv Spanish Grammar/Compositio,FL,,3,,Foreign Languages
SPA,341,Adv Spa Structure&Stylistics I,FL,,3,,Foreign Languages
SPA,342,Adv Spa Structure&StylisticsII,FL,,3,,Foreign Languages
SPA,350,Intro to Hispanic Literature,FL,,3,,Foreign Languages
SPA,351,Hispanic Literature I,FL,,3,,Foreign Languages
SPA,352,Hispanic Literature II,FL,,3,,Foreign Languages
SPA,353,Hispanic Literature III,FL,,3,,Foreign Languages
SPA,361,Spanish Culture thruMedia Arts,FL,,3,,Foreign Languages
SPA,401,Special Topics,FL,,1,4,Foreign Languages
SPA,492,Senior Integegration Paper,FL,,3,,Foreign Languages
STA,250,Elememtary Statistics for OM,,,3,,
STA,251,Elementary Statistical Methods,MAT,,4,,Mathematics
STA,252,Statistics:Concepts & Methods,MAT,,4,,Mathematics
STA,253,Statistics for Decision Making,MAT,,4,,Mathematics
THF,101,Company Muster I,THF,,0,,Theatre
THF,102,Company Muster II,THF,,0,,Theatre
THF,103,Company Muster III,THF,,0,1,Theatre
THF,202,Introduction to Theatre,THF,,3,,Theatre
THF,220,Modern & Contemporary Drama,THF,,3,,Theatre
THF,235,Acting I,THF,,4,,Theatre
THF,250,Theatre History to 20th Cent.,THF,,3,,Theatre
THF,251,Theatre History II: 1700-1960s,THF,,3,,Theatre
THF,260,Basic Design,THF,,3,,Theatre
THF,290,Production Practicum,THF,,1,3,Theatre
THF,292,Musical Theatre Practicum,THF,,1,3,Theatre
THF,295,Introduction To Filmmaking I,THF,,3,,Theatre
THF,296,Introduction to Filmmaking II,THF,,3,,Theatre
THF,297,Voice and Diction,THF,,3,,Theatre
THF,299,Special Topics in Theatre,THF,,1,3,Theatre
THF,300,Stage Management,THF,,3,,Theatre
THF,302,Dramatic Art&Christian Thought,THF,,3,,Theatre
THF,310,Playwriting,THF,,3,,Theatre
THF,315,Screenwriting,THF,,3,,Theatre
THF,335,Acting II,THF,,4,,Theatre
THF,360,Basic Design,THF,,3,,Theatre
THF,370,Professional Devel forTheatre,THF,,2,,Theatre
THF,390,Production Practicum,THF,,1,4,Theatre
THF,392,Musical Theatre Practicum,THF,,1,3,Theatre
THF,397,Accents and Dialects,THF,,3,,Theatre
THF,399,Independent Study,THF,,1,3,Theatre
THF,402,DramaticArt&ChrisitanThoughtII,THF,,3,,Theatre
THF,411,Theatre Internship,THF,,3,,Theatre
THF,450,Directing,THF,,4,,Theatre
THF,460,Acting Shakespeare,THF,,3,,Theatre
THF,492,Senior Integration Paper,THF,,2,3,Theatre
THT,101,Company Muster I,THT,,0,,Theatre
THT,102,Company Muster II,THT,,0,,Theatre
THT,103,Company Muster III,THT,,0,1,Theatre
THT,202,Introduction to Theatre,THT,,3,,Theatre
THT,220,Contemporary Drama,THT,,3,,Theatre
THT,230,Beginning Dance and Technique,THT,,3,,Theatre
THT,235,Acting I,THT,,4,,Theatre
THT,250,Theatre History I,THT,,3,,Theatre
THT,251,Theatre History II,THT,,3,,Theatre
THT,290,Production Practicum,THT,,1,3,Theatre
THT,295,Introduction to Filmmaking,THT,,3,,Theatre
THT,297,Voice and Diction,THT,,3,,Theatre
THT,299,Special Topics in Theatre,THT,,1,3,Theatre
THT,300,Stage Management,THT,,3,,Theatre
THT,302,Dramatic Art&Christian Thought,THT,,3,,Theatre
THT,310,Playwriting,THT,,3,,Theatre
THT,315,Screenwriting,THT,,3,,Theatre
THT,335,Acting II,THT,,4,,Theatre
THT,340,Acting for Singers,THT,,3,,Theatre
THT,350,Costume History,,,3,,
THT,360,Basic Design,THT,,3,,Theatre
THT,370,Prof. Development for Theatre,THT,,2,,Theatre
THT,390,Production Practicum,THT,,1,3,Theatre
THT,397,Accents and Dialects,THT,,4,,Theatre
THT,399,Independent Study,THT,,0,3,Theatre
THT,402,Dram. Art & Christian Thght II,THT,,3,,Theatre
THT,411,Theatre Internship,THT,,3,,Theatre
THT,435,Acting II,THT,,4,,Theatre
THT,450,Directing,THT,,4,,Theatre
THT,492,Senior Integration Paper,THT,,2,3,Theatre
